X,Y,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,locationX,locationY,temp_kelvin,datetime,power,confidence,age_hours,australian_state
676326.380713494145311,-3329249.27628581225872,10694468,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.42,139.12,15486767.5591602,-3557651.97886008,294.1,2015-12-10T17:21:46,,,10208,SA 
670075.742090357816778,-3339003.596932564396411,10694477,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.51,139.06,15480088.3897126,-3569275.48757907,295.1,2015-12-10T17:21:46,,,10208,SA 
669127.590607216465287,-3338951.184296496678144,10694476,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.51,139.05,15478975.1948047,-3569275.48757907,295.1,2015-12-10T17:21:46,,,10208,SA 
673293.134843592182733,-3332447.705610161647201,10694475,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.45,139.09,15483427.9744364,-3561525.28874755,293.4,2015-12-10T17:21:46,,,10208,SA 
671395.801421947777271,-3332342.450955805834383,10694474,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.45,139.07,15481201.5846206,-3561525.28874755,293.8,2015-12-10T17:21:46,,,10208,SA 
670447.128537883167155,-3332289.935013356618583,10694473,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.45,139.06,15480088.3897126,-3561525.28874755,293.8,2015-12-10T17:21:46,,,10208,SA 
672406.544902484631166,-3331276.074751945678145,10694472,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.44,139.08,15482314.7795285,-3560234.05304933,293.4,2015-12-10T17:21:46,,,10208,SA 
671457.788545415736735,-3331223.479697472415864,10694471,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.44,139.07,15481201.5846206,-3560234.05304933,299.3,2015-12-10T17:21:46,,,10208,SA 
670509.02807441202458,-3331170.958906450774521,10694470,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.44,139.06,15480088.3897126,-3560234.05304933,299.3,2015-12-10T17:21:46,,,10208,SA 
677275.291585137136281,-3329302.252432225272059,10694469,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.42,139.13,15487880.7540682,-3557651.97886008,294.1,2015-12-10T17:21:46,,,10208,SA 
675315.12721047049854,-3330315.34452283103019,10694383,NOAA 19,2009-005A,NOAA,AVHRR,35239,2015-12-10T15:35:51,2015-12-10T15:47:37,,GA AVHRR,1.0.0,,-30.43,139.11,15485654.3642523,-3558942.94977566,297.5,2015-12-10T15:41:44,,,10209,SA 
674366.295643956051208,-3330262.521803908515722,10694382,NOAA 19,2009-005A,NOAA,AVHRR,35239,2015-12-10T15:35:51,2015-12-10T15:47:37,,GA AVHRR,1.0.0,,-30.43,139.1,15484541.1693444,-3558942.94977566,297.5,2015-12-10T15:41:44,,,10209,SA 
673479.623259221320041,-3329090.793501137755811,10694381,NOAA 19,2009-005A,NOAA,AVHRR,35239,2015-12-10T15:35:51,2015-12-10T15:47:37,,GA AVHRR,1.0.0,,-30.42,139.09,15483427.9744364,-3557651.97886008,297.5,2015-12-10T15:41:44,,,10209,SA 
672530.695847397786565,-3329038.11445884918794,10694380,NOAA 19,2009-005A,NOAA,AVHRR,35239,2015-12-10T15:35:51,2015-12-10T15:47:37,,GA AVHRR,1.0.0,,-30.42,139.08,15482314.7795285,-3557651.97886008,297.5,2015-12-10T15:41:44,,,10209,SA 
675101.994702466996387,-3328844.2966542057693,10694259,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21341,2015-12-10T14:40:20,2015-12-10T14:50:15,,VIIRS (AER),6,,-30.417,139.1069,15485314.7284859,-3557258.77540735,,2015-12-10T14:45:17,,51,10210,SA 
676245.221275929943658,-3328997.809076677076519,10694258,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21341,2015-12-10T14:40:20,2015-12-10T14:50:15,,VIIRS (AER),6,,-30.4178,139.119,15486661.6943245,-3557372.75925533,,2015-12-10T14:45:17,,86,10210,SA 
676692.828684719512239,-3329505.440874169114977,10694260,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21341,2015-12-10T14:40:20,2015-12-10T14:50:15,,VIIRS (AER),6,,-30.4221,139.124,15487217.1785835,-3557917.64986103,,2015-12-10T14:45:17,,73,10210,SA 
675576.380648755584843,-3331946.206044357735664,10694171,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4444,139.1137,15486063.7973394,-3560805.66675331,,2015-12-10T05:09:52,,100,10220,SA 
674683.250645882100798,-3333288.253243307583034,10694170,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4568,139.1051,15485107.451594,-3562397.85171263,,2015-12-10T05:09:52,,100,10220,SA 
675935.145350496401079,-3333021.287990721408278,10694169,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4538,139.1181,15486558.0558786,-3562017.54267126,,2015-12-10T05:09:52,,100,10220,SA 
677234.53334201592952,-3332757.101616620551795,10694168,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4508,139.1316,15488056.3049051,-3561622.91155228,,2015-12-10T05:09:52,,93,10220,SA 
669022.251828830456361,-3338619.888604229781777,10694166,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.5071,139.0487,15478829.4775912,-3568899.23425303,,2015-12-10T05:09:52,,94,10220,SA 
668730.102097166120075,-3337537.534250357188284,10694167,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4976,139.045,15478415.035127,-3567673.51730151,,2015-12-10T05:09:52,,100,10220,SA 
672595.249174061813392,-3330276.366990074981004,10694177,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.431,139.0814,15482472.9645249,-3559075.92729737,,2015-12-10T05:09:52,,29,10220,SA 
676370.204861371195875,-3329487.436151869595051,10694176,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4221,139.1206,15486829.8980751,-3557917.64986103,,2015-12-10T05:09:52,,93,10220,SA 
670431.464050345006399,-3331885.00551117490977,10694175,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4464,139.0596,15480047.3128205,-3561056.16749842,,2015-12-10T05:09:52,,100,10220,SA 
676498.15938431432005,-3330605.798588335514069,10694174,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.432,139.1226,15487059.2162261,-3559199.35235077,,2015-12-10T05:09:52,,100,10220,SA 
677692.818162046489306,-3330347.0204101158306,10694173,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4291,139.135,15488441.8043018,-3558832.95389653,,2015-12-10T05:09:52,,100,10220,SA 
674333.874775124248117,-3332213.738877579569817,10694172,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4474,139.1008,15484628.4438251,-3561184.51878086,,2015-12-10T05:09:52,,94,10220,SA 
668594.588285704609007,-3339303.34561753179878,10693762,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.5134,139.0446,15478377.6317781,-3569711.4490349,332.7,2015-12-10T03:54:40,21.3,85,10221,SA 
669219.119937245268375,-3339876.552435971796513,10693761,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.5182,139.0515,15479143.7325137,-3570334.018921,326.4,2015-12-10T03:51:40,12.4,63,10221,SA 
672581.702549392590299,-3333092.870327423792332,10693841,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4561,139.0829,15482632.5966747,-3562319.20621775,342.4,2015-12-10T03:51:10,39.7,91,10221,SA 
676364.252411316148937,-3333516.645460350904614,10693763,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.458,139.1229,15487091.4988784,-3562563.79661104,343.1,2015-12-10T03:51:00,39,92,10221,SA 
676382.795326221501455,-3331138.131955478340387,10693842,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4368,139.1217,15486960.6984767,-3559823.33873888,330.3,2015-12-10T03:50:40,19.5,83,10221,SA 
672610.129750558291562,-3331208.801227740012109,10693843,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4393,139.0821,15482549.4410151,-3560147.15764356,325.6,2015-12-10T03:50:40,13.2,71,10221,SA 
676134.354974645888433,-3333032.400388836860657,10693840,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4538,139.1202,15486787.3740296,-3562010.05282932,346.6,2015-12-10T03:50:40,47.2,93,10221,SA 
673002.730827747727744,-3331679.560247275047004,10693839,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4433,139.0865,15483038.5788576,-3560661.95388552,326,2015-12-10T03:50:40,13.4,51,10221,SA 
672945.779019740293734,-3333562.041756682563573,10693838,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4601,139.087,15483096.3536733,-3562835.51189403,347.5,2015-12-10T03:50:40,48.7,94,10221,SA 
673397.326707561383955,-3332285.132567995227873,10694058,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.4485,139.091,15483534.6185086,-3561332.75710204,,2015-12-10T03:29:36,,32,10222,SA 
669488.301702575874515,-3338791.541220496408641,10694055,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.5084,139.0537,15479386.6316427,-3569065.00656542,,2015-12-10T03:29:36,,90,10222,SA 
674851.910351414117031,-3332309.917851730715483,10694057,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.448,139.1063,15485238.2519957,-3561271.93785836,,2015-12-10T03:29:36,,95,10222,SA 
676625.37082499905955,-3330713.918741840403527,10694059,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.4329,139.124,15487213.7276793,-3559312.57911748,,2015-12-10T03:29:36,,56,10222,SA 
667920.737345444853418,-3338761.122434641234577,10694056,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.5089,139.0372,15477546.9657378,-3569136.45859521,,2015-12-10T03:29:36,,92,10222,SA 
676920.74785619834438,-3330707.961565427482128,10693746,TERRA,1999-068A,NASA,MODIS,84982,2015-12-10T01:07:07,2015-12-10T01:19:51,,MOD14,5.0.1,,-30.4327,139.1271,15487556.8143499,-3559290.24354013,350.5,2015-12-10T01:11:50,54.5,95,10224,SA 
669170.352782352478243,-3335766.078637179918587,10693748,TERRA,1999-068A,NASA,MODIS,84982,2015-12-10T01:07:07,2015-12-10T01:19:51,,MOD14,5.0.1,,-30.4816,139.0486,15478817.5664057,-3565601.29782344,344.4,2015-12-10T01:08:50,40,92,10224,SA 
669808.874594162567519,-3335745.241909468080848,10693747,TERRA,1999-068A,NASA,MODIS,84982,2015-12-10T01:07:07,2015-12-10T01:19:51,,MOD14,5.0.1,,-30.4811,139.0553,15479561.5145627,-3565541.10379661,354.2,2015-12-10T01:07:20,61.4,97,10224,SA 
666406.204329230822623,-3336556.503064561169595,10693592,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.49,139.02,15475635.6100809,-3566691.55711661,296.1,2015-12-09T17:33:04,,,10208,SA 
671085.873499368666671,-3337937.16834417078644,10693597,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.5,139.07,15481201.5846206,-3567983.45593582,297.5,2015-12-09T17:33:04,,,10208,SA 
670137.638539127190597,-3337884.676643990445882,10693596,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.5,139.06,15480088.3897126,-3567983.45593582,297.5,2015-12-09T17:33:04,,,10208,SA 
669251.208857821999118,-3336713.324641577433795,10693595,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.49,139.05,15478975.1948047,-3566691.55711661,297.5,2015-12-09T17:33:04,,,10208,SA 
668302.87810762913432,-3336660.976552330888808,10693594,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.49,139.04,15477861.9998968,-3566691.55711661,296.1,2015-12-09T17:33:04,,,10208,SA 
667354.543262828490697,-3336608.702693218830973,10693593,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.49,139.03,15476748.8049888,-3566691.55711661,296.1,2015-12-09T17:33:04,,,10208,SA 
672344.470192457432859,-3332395.041154848877341,10693591,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.45,139.08,15482314.7795285,-3561525.28874755,295.3,2015-12-09T17:33:04,,,10208,SA 
671395.801421947777271,-3332342.450955805834383,10693590,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.45,139.07,15481201.5846206,-3561525.28874755,295.3,2015-12-09T17:33:04,,,10208,SA 
670447.128537883167155,-3332289.935013356618583,10693589,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.45,139.06,15480088.3897126,-3561525.28874755,295.3,2015-12-09T17:33:04,,,10208,SA 
678161.59706132649444,-3330474.258292381186038,10693588,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.43,139.14,15488993.9489761,-3558942.94977566,297.3,2015-12-09T17:33:04,,,10208,SA 
677212.777924966765568,-3330421.212767391931266,10693587,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.43,139.13,15487880.7540682,-3558942.94977566,297.3,2015-12-09T17:33:04,,,10208,SA 
676263.954639409552328,-3330368.241510766558349,10693586,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.43,139.12,15486767.5591602,-3558942.94977566,297.3,2015-12-09T17:33:04,,,10208,SA 
678224.198307199636474,-3329355.302853856701404,10693585,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.14,15488993.9489761,-3557651.97886008,301.7,2015-12-09T17:33:04,,,10208,SA 
677275.291585137136281,-3329302.252432225272059,10693584,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.13,15487880.7540682,-3557651.97886008,301.7,2015-12-09T17:33:04,,,10208,SA 
676326.380713494145311,-3329249.27628581225872,10693583,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.12,15486767.5591602,-3557651.97886008,301.7,2015-12-09T17:33:04,,,10208,SA 
675377.465698086889461,-3329196.374414943158627,10693582,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.11,15485654.3642523,-3557651.97886008,301,2015-12-09T17:33:04,,,10208,SA 
674428.546544722281396,-3329143.546819944866002,10693581,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.1,15484541.1693444,-3557651.97886008,301,2015-12-09T17:33:04,,,10208,SA 
673479.623259221320041,-3329090.793501137755811,10693580,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.09,15483427.9744364,-3557651.97886008,301,2015-12-09T17:33:04,,,10208,SA 
675439.804692739038728,-3328077.395205811597407,10693579,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.41,139.11,15485654.3642523,-3556361.14023611,296.4,2015-12-09T17:33:04,,,10208,SA 
674490.797951811808161,-3328024.562734696082771,10693578,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.41,139.1,15484541.1693444,-3556361.14023611,296.4,2015-12-09T17:33:04,,,10208,SA 
673541.787078366964124,-3327971.804546629544348,10693577,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.41,139.09,15483427.9744364,-3556361.14023611,296.4,2015-12-09T17:33:04,,,10208,SA 
677878.62449518952053,-3330088.020840344484895,10693457,AQUA,2002-022A,NASA,MODIS,72337,2015-12-09T15:41:59,2015-12-09T15:54:25,,MOD14,5.0.1,,-30.4267,139.1368,15488637.1700081,-3558521.94961989,312.6,2015-12-09T15:42:00,15.7,79,10209,SA 
676752.498371711699292,-3329800.609255310613662,10693456,AQUA,2002-022A,NASA,MODIS,72337,2015-12-09T15:41:59,2015-12-09T15:54:25,,MOD14,5.0.1,,-30.4247,139.1248,15487307.1247321,-3558264.65715876,313.9,2015-12-09T15:42:00,17.5,84,10209,SA 
674537.436129858833738,-3329239.400496917776763,10693455,AQUA,2002-022A,NASA,MODIS,72337,2015-12-09T15:41:59,2015-12-09T15:54:25,,MOD14,5.0.1,,-30.4208,139.1012,15484672.637663,-3557753.96074884,322.7,2015-12-09T15:42:00,27.6,100,10209,SA 
670981.288633970543742,-3332095.015639956109226,10693293,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.448,139.0655,15480702.9846213,-3561267.80577603,,2015-12-09T05:29:30,,84,10220,SA 
672120.596518601989374,-3331798.972418820019811,10693292,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4448,139.0773,15482012.6584305,-3560857.44510684,,2015-12-09T05:29:30,,85,10220,SA 
674341.223023223690689,-3331226.41645820485428,10693291,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4386,139.1003,15484572.4501213,-3560053.80708096,,2015-12-09T05:29:30,,99,10220,SA 
675509.795837873476557,-3330921.082860386930406,10693290,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4353,139.1124,15485915.9650557,-3559631.47867591,,2015-12-09T05:29:30,,100,10220,SA 
676697.408713264856488,-3330616.920241384766996,10693289,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.432,139.1247,15487286.7532653,-3559201.54715869,,2015-12-09T05:29:30,,100,10220,SA 
677788.952163366251625,-3330329.946303053759038,10693288,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4289,139.136,15488547.11254,-3558806.10058838,,2015-12-09T05:29:30,,93,10220,SA 
