X,Y,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,locationX,locationY,temp_kelvin,datetime,power,confidence,age_hours,australian_state
673764.044134820462205,-3332877.943463325034827,10693287,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4536,139.0952,15484005.0546767,-3561992.36132381,,2015-12-09T05:29:30,,82,10220,SA 
674932.445538642350584,-3332572.558920630253851,10693286,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4503,139.1073,15485353.8016271,-3561569.96787372,,2015-12-09T05:29:30,,100,10220,SA 
676177.42928001342807,-3332260.330483145546168,10693285,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4469,139.1202,15486785.7042372,-3561121.50511044,,2015-12-09T05:29:30,,100,10220,SA 
668885.716834967839532,-3337130.857037121895701,10693284,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4939,139.0464,15478576.3370692,-3567196.15699149,,2015-12-09T05:29:30,,82,10220,SA 
669966.368629340664484,-3336853.862994217779487,10693283,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4909,139.0576,15479823.1153661,-3566807.82257293,,2015-12-09T05:29:30,,58,10220,SA 
668680.617466717027128,-3337400.121476035099477,10693281,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4964,139.0444,15478357.2603113,-3567522.62039123,,2015-12-09T05:29:30,,54,10220,SA 
669275.913219705456868,-3335749.461816654074937,10693282,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4814,139.0497,15478941.5763185,-3565579.33859572,,2015-12-09T05:29:30,,56,10220,SA 
672880.969671865110286,-3330101.411483224947006,10693297,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4293,139.0843,15482797.3495211,-3558852.83570965,,2015-12-09T05:29:30,,94,10220,SA 
674088.179986309609376,-3329786.854940099641681,10693296,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4259,139.0968,15484185.1696128,-3558416.21766125,,2015-12-09T05:29:30,,93,10220,SA 
675334.03753094188869,-3329463.342198821250349,10693295,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4224,139.1097,15485618.7420152,-3557964.89806032,,2015-12-09T05:29:30,,92,10220,SA 
669890.093052679440007,-3332382.596910297870636,10693294,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4511,139.0542,15479447.7460431,-3561661.3927072,,2015-12-09T05:29:30,,49,10220,SA 
672772.249313770676963,-3330173.946831416338682,10692470,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.43,139.0832,15482670.0000236,-3558943.20798308,358.1,2015-12-09T04:51:10,69,99,10220,SA 
674477.515952663030475,-3330145.241924877744168,10692465,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4289,139.1011,15484665.847174,-3558795.25599939,355,2015-12-09T04:49:40,57.6,97,10220,SA 
675983.823715205304325,-3332148.512191279791296,10692455,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.446,139.1181,15486553.0465015,-3561005.9378257,428.9,2015-12-09T04:47:00,450.8,100,10220,SA 
673792.497989809256978,-3333564.193576648831367,10692454,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4597,139.0959,15484089.9914482,-3562771.97338397,336.5,2015-12-09T04:46:50,20.6,61,10220,SA 
673307.49396064679604,-3330304.68334630317986,10692466,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4309,139.0889,15483305.3003576,-3559060.69290813,381.2,2015-12-09T04:45:30,140.5,100,10220,SA 
672315.127571877557784,-3331551.606974151451141,10692464,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4425,139.0792,15482224.9446994,-3560558.01163886,353.6,2015-12-09T04:44:50,51.5,97,10220,SA 
672175.461301838629879,-3330466.341822823043913,10692467,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4329,139.0771,15481987.1662671,-3559317.22698827,354.7,2015-12-09T04:44:40,57.8,97,10220,SA 
676948.076277868822217,-3330900.303183501120657,10692460,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4344,139.1275,15487606.1288844,-3559511.79356285,350.7,2015-12-09T04:44:30,54.7,95,10220,SA 
675102.846281931269914,-3329854.544443845748901,10692468,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.426,139.1075,15485380.9635829,-3558429.51479406,337.2,2015-12-09T04:44:30,22.6,88,10220,SA 
673447.06357185752131,-3331389.963356662541628,10692463,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4405,139.091,15483543.0787899,-3560302.35609983,357.4,2015-12-09T04:44:30,60.1,98,10220,SA 
674616.985505541437306,-3331230.537220939528197,10692462,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4385,139.1032,15484895.1653251,-3560039.60442809,369.4,2015-12-09T04:44:30,98.3,100,10220,SA 
675777.456346058286726,-3331070.694666871335357,10692461,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4365,139.1153,15486240.4613713,-3559777.50380124,395.9,2015-12-09T04:44:30,216.5,100,10220,SA 
670153.242112989188172,-3332958.340142378117889,10692459,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4561,139.0573,15479784.0422248,-3562317.52741944,365.1,2015-12-09T04:44:30,83.9,100,10220,SA 
671294.496042111073621,-3332797.022662362549454,10692458,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4541,139.0692,15481110.6365966,-3562060.80305246,336.7,2015-12-09T04:44:30,17.2,26,10220,SA 
673634.031172772403806,-3332477.872543375939131,10692457,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4501,139.0936,15483831.841549,-3561533.81134319,387.8,2015-12-09T04:44:30,169.2,100,10220,SA 
674804.476677505881526,-3332307.276764777954668,10692456,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.448,139.1058,15485182.2582918,-3561272.19611355,497.3,2015-12-09T04:44:30,1571.7,100,10220,SA 
674991.301537296618335,-3333395.200023007113487,10692453,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4576,139.1084,15485474.3606357,-3562504.39196011,350.2,2015-12-09T04:44:30,48.4,95,10220,SA 
669479.626351132406853,-3336366.790497368201613,10692452,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4868,139.0522,15479218.4278921,-3566282.31126453,354.8,2015-12-09T04:44:30,57.9,97,10220,SA 
673932.785286412807181,-3330013.926057527307421,10692469,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.428,139.0953,15484018.6356546,-3558687.84343188,351.7,2015-12-09T04:44:30,52,96,10220,SA 
670902.687440500594676,-3332483.50381298456341,10693216,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21320,2015-12-09T03:42:08,2015-12-09T03:54:53,,VIIRS (AER),6,,-30.4515,139.0649,15480636.7495243,-3561723.37602292,,2015-12-09T03:48:30,,100,10221,SA 
670035.07496460492257,-3332514.074417106807232,10693217,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21320,2015-12-09T03:42:08,2015-12-09T03:54:53,,VIIRS (AER),6,,-30.4522,139.0558,15479622.7402826,-3561804.21305587,,2015-12-09T03:48:30,,100,10221,SA 
672526.603938666870818,-3331170.494061774108559,10693219,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21320,2015-12-09T03:42:08,2015-12-09T03:54:53,,VIIRS (AER),6,,-30.439,139.0812,15482447.4723615,-3560109.45581158,,2015-12-09T03:48:30,,100,10221,SA 
671620.937484776834026,-3331198.846362515352666,10693220,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21320,2015-12-09T03:42:08,2015-12-09T03:54:53,,VIIRS (AER),6,,-30.4397,139.0717,15481387.5994897,-3560192.73569393,,2015-12-09T03:48:30,,100,10221,SA 
674102.801683511817828,-3329866.238502723164856,10693221,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21320,2015-12-09T03:42:08,2015-12-09T03:54:53,,VIIRS (AER),6,,-30.4266,139.097,15484212.3315685,-3558500.26094062,,2015-12-09T03:48:30,,92,10221,SA 
672473.408873111591674,-3329899.207119752187282,10693223,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21320,2015-12-09T03:42:08,2015-12-09T03:54:53,,VIIRS (AER),6,,-30.4277,139.0799,15482306.5418862,-3558650.01686841,,2015-12-09T03:48:30,,100,10221,SA 
673321.623645233921707,-3329878.945143680553883,10693222,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21320,2015-12-09T03:42:08,2015-12-09T03:54:53,,VIIRS (AER),6,,-30.4271,139.0888,15483289.9382678,-3558573.84768261,,2015-12-09T03:48:30,,100,10221,SA 
673403.193718813708983,-3331151.817719199229032,10693218,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21320,2015-12-09T03:42:08,2015-12-09T03:54:53,,VIIRS (AER),6,,-30.4384,139.0904,15483476.8436929,-3560027.46762834,,2015-12-09T03:48:30,,96,10221,SA 
671868.855536110932007,-3331190.13777021644637,10692342,TERRA,1999-068A,NASA,MODIS,84967,2015-12-09T00:25:06,2015-12-09T00:37:06,,MOD14,5.0.1,,-30.4395,139.0743,15481681.3716259,-3560175.04674261,336.3,2015-12-09T00:31:40,26.2,65,10225,SA 
673890.791361051495187,-3330426.891028902027756,10692341,TERRA,1999-068A,NASA,MODIS,84967,2015-12-09T00:25:06,2015-12-09T00:37:06,,MOD14,5.0.1,,-30.4317,139.0951,15483998.2641878,-3559157.78017884,333.4,2015-12-09T00:25:50,24.8,78,10225,SA 
674344.035769619164057,-3330833.723364180419594,10692340,TERRA,1999-068A,NASA,MODIS,84967,2015-12-09T00:25:06,2015-12-09T00:37:06,,MOD14,5.0.1,,-30.4351,139.1001,15484552.0786545,-3559596.74792723,334.5,2015-12-09T00:25:10,27.3,85,10225,SA 
672713.629446658189408,-3330372.729926901403815,10692339,TERRA,1999-068A,NASA,MODIS,84967,2015-12-09T00:25:06,2015-12-09T00:37:06,,MOD14,5.0.1,,-30.4318,139.0827,15482612.2252079,-3559171.98183705,334.1,2015-12-09T00:25:10,25.3,82,10225,SA 
681691.57029465737287,-3301485.123105854261667,10692214,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.16,15491220.3387919,-3525420.52847187,302.1,2015-12-08T17:44:23,,,10231,SA 
687271.384025383042172,-3304044.873840826097876,10692242,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.22,15497899.5082395,-3527996.0261507,300.7,2015-12-08T17:44:23,,,10231,SA 
686320.496118198148906,-3303991.11533413734287,10692241,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.21,15496786.3133316,-3527996.0261507,300.7,2015-12-08T17:44:23,,,10231,SA 
685369.604006009059958,-3303937.431257747113705,10692240,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.2,15495673.1184237,-3527996.0261507,300.7,2015-12-08T17:44:23,,,10231,SA 
684418.707694649230689,-3303883.821611984167248,10692239,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.19,15494559.9235157,-3527996.0261507,300.7,2015-12-08T17:44:23,,,10231,SA 
683467.807189944665879,-3303830.286397177260369,10692238,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.18,15493446.7286078,-3527996.0261507,300.7,2015-12-08T17:44:23,,,10231,SA 
682516.902497714036144,-3303776.825613656081259,10692237,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.17,15492333.5336999,-3527996.0261507,325.3,2015-12-08T17:44:23,,,10231,SA 
681565.993623790564016,-3303723.439261743798852,10692236,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.16,15491220.3387919,-3527996.0261507,301,2015-12-08T17:44:23,,,10231,SA 
680615.080573998391628,-3303670.127341771498322,10692235,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.15,15490107.143884,-3527996.0261507,301,2015-12-08T17:44:23,,,10231,SA 
679664.163354163058102,-3303616.889854065142572,10692234,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.14,15488993.9489761,-3527996.0261507,301,2015-12-08T17:44:23,,,10231,SA 
678713.241970111150295,-3303563.726798950694501,10692233,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.13,15487880.7540682,-3527996.0261507,298.7,2015-12-08T17:44:23,,,10231,SA 
677762.316427668672986,-3303510.638176751788706,10692232,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.12,15486767.5591602,-3527996.0261507,298.7,2015-12-08T17:44:23,,,10231,SA 
676811.386732664192095,-3303457.623987795785069,10692231,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.11,15485654.3642523,-3527996.0261507,298.7,2015-12-08T17:44:23,,,10231,SA 
675860.452890916843899,-3303404.684232407715172,10692230,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.19,139.1,15484541.1693444,-3527996.0261507,298.7,2015-12-08T17:44:23,,,10231,SA 
687334.697729446459562,-3302925.749487087130547,10692229,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.22,15497899.5082395,-3526708.21195865,301.1,2015-12-08T17:44:23,,,10231,SA 
686383.722223334945738,-3302871.986027989070863,10692228,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.21,15496786.3133316,-3526708.21195865,301.1,2015-12-08T17:44:23,,,10231,SA 
685432.742511831922457,-3302818.297006044071168,10692227,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.2,15495673.1184237,-3526708.21195865,301.1,2015-12-08T17:44:23,,,10231,SA 
684481.758600771310739,-3302764.682421585079283,10692226,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.19,15494559.9235157,-3526708.21195865,301.1,2015-12-08T17:44:23,,,10231,SA 
683530.770495979464613,-3302711.142274938058108,10692225,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.18,15493446.7286078,-3526708.21195865,301.1,2015-12-08T17:44:23,,,10231,SA 
682579.778203275986016,-3302657.676566431764513,10692224,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.17,15492333.5336999,-3526708.21195865,324.7,2015-12-08T17:44:23,,,10231,SA 
681628.781728494330309,-3302604.285296394024044,10692223,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.16,15491220.3387919,-3526708.21195865,324.7,2015-12-08T17:44:23,,,10231,SA 
680677.781077459338121,-3302550.968465151265264,10692222,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.15,15490107.143884,-3526708.21195865,325.3,2015-12-08T17:44:23,,,10231,SA 
679726.776255996897817,-3302497.726073031313717,10692221,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.14,15488993.9489761,-3526708.21195865,325.3,2015-12-08T17:44:23,,,10231,SA 
678775.767269934411161,-3302444.558120361994952,10692220,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.13,15487880.7540682,-3526708.21195865,313.9,2015-12-08T17:44:23,,,10231,SA 
677824.754125098115765,-3302391.464607464615256,10692219,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.12,15486767.5591602,-3526708.21195865,313.9,2015-12-08T17:44:23,,,10231,SA 
676873.736827317392454,-3302338.445534666534513,10692218,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.11,15485654.3642523,-3526708.21195865,313.9,2015-12-08T17:44:23,,,10231,SA 
675922.71538241172675,-3302285.500902293249965,10692217,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.18,139.1,15484541.1693444,-3526708.21195865,313.9,2015-12-08T17:44:23,,,10231,SA 
683593.734264761209488,-3301591.989927581045777,10692216,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.18,15493446.7286078,-3525420.52847187,302.1,2015-12-08T17:44:23,,,10231,SA 
682642.654370940872468,-3301538.519294056575745,10692215,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.17,15492333.5336999,-3525420.52847187,302.1,2015-12-08T17:44:23,,,10231,SA 
680740.482041735667735,-3301431.801363306585699,10692213,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.15,15490107.143884,-3525420.52847187,302.1,2015-12-08T17:44:23,,,10231,SA 
679789.389618002460338,-3301378.554066738113761,10692212,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.14,15488993.9489761,-3525420.52847187,324.7,2015-12-08T17:44:23,,,10231,SA 
678838.293029285385273,-3301325.381216476205736,10692211,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.13,15487880.7540682,-3525420.52847187,314.1,2015-12-08T17:44:23,,,10231,SA 
677887.192281411611475,-3301272.282812844961882,10692210,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.12,15486767.5591602,-3525420.52847187,314.1,2015-12-08T17:44:23,,,10231,SA 
676936.087380210752599,-3301219.258856168482453,10692209,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.11,15485654.3642523,-3525420.52847187,314.1,2015-12-08T17:44:23,,,10231,SA 
675984.97833150299266,-3301166.30934677598998,10692208,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.17,139.1,15484541.1693444,-3525420.52847187,314.1,2015-12-08T17:44:23,,,10231,SA 
679852.003438145155087,-3300259.373871548566967,10692207,NOAA 19,2009-005A,NOAA,AVHRR,35212,2015-12-08T17:36:29,2015-12-08T17:52:18,,GA AVHRR,1.0.0,,-30.16,139.14,15488993.9489761,-3524132.97562463,302.1,2015-12-08T17:44:23,,,10231,SA 
