X,Y,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,locationX,locationY,temp_kelvin,datetime,power,confidence,age_hours,australian_state
668783.438966495217755,-3336743.611870109569281,10691800,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.4905,139.0451,15478433.625482,-3566754.85706503,,2015-12-08T04:07:26,,100,10245,SA 
670507.400817062822171,-3335671.640564914792776,10691801,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.4801,139.0626,15480376.9298328,-3565415.93731147,,2015-12-08T04:07:26,,100,10245,SA 
669648.264190136222169,-3335725.140618517994881,10691802,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.481,139.0536,15479373.0506648,-3565532.57848563,,2015-12-08T04:07:26,,100,10245,SA 
669845.163019942468964,-3335432.98557457793504,10691803,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.4783,139.0555,15479581.8860295,-3565179.17068053,,2015-12-08T04:07:26,,100,10245,SA 
673963.560435112100095,-3333225.759845508262515,10691804,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.4566,139.0975,15484266.6554801,-3562380.03052293,,2015-12-08T04:07:26,,87,10245,SA 
672349.243411820498295,-3333338.123344712425023,10691805,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.4584,139.0806,15482384.5768492,-3562608.09200068,,2015-12-08T04:07:26,,87,10245,SA 
671508.899875567411073,-3333392.545903491321951,10691806,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.4593,139.0718,15481399.3993557,-3562728.06484498,,2015-12-08T04:07:26,,96,10245,SA 
670639.490273990435526,-3333456.641411838121712,10691807,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.4603,139.0627,15480392.180603,-3562850.23427752,,2015-12-08T04:07:26,,98,10245,SA 
669780.197436582995579,-3333510.133816246408969,10691808,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21306,2015-12-08T04:01:03,2015-12-08T04:13:49,,VIIRS (AER),6,,-30.4612,139.0537,15479383.1807384,-3562972.92147654,,2015-12-08T04:07:26,,100,10245,SA 
667505.159440626390278,-3338536.195951268076897,10690816,AQUA,2002-022A,NASA,MODIS,72315,2015-12-08T04:02:10,2015-12-08T04:14:02,,MOD14,5.0.1,,-30.5071,139.0327,15477044.2469174,-3568899.75107679,330.9,2015-12-08T04:03:50,15.3,63,10245,SA 
669482.528584814746864,-3337691.326550800353289,10690817,AQUA,2002-022A,NASA,MODIS,72315,2015-12-08T04:02:10,2015-12-08T04:14:02,,MOD14,5.0.1,,-30.4986,139.053,15479311.8249448,-3567800.90257615,331.9,2015-12-08T04:02:10,17,48,10245,SA 
669903.919144037179649,-3335918.851091688498855,10690032,AQUA,2002-022A,NASA,MODIS,72308,2015-12-07T15:54:07,2015-12-07T16:06:45,,MOD14,5.0.1,,-30.4826,139.0564,15479688.9753797,-3565737.3167179,320.2,2015-12-07T15:55:40,22.2,100,10257,SA 
669687.026771598611958,-3336916.983676082920283,10690034,AQUA,2002-022A,NASA,MODIS,72308,2015-12-07T15:54:07,2015-12-07T16:06:45,,MOD14,5.0.1,,-30.4916,139.0547,15479502.0699546,-3566903.9361621,336.4,2015-12-07T15:54:10,45.1,100,10257,SA 
668710.043235164601356,-3336694.666553019545972,10690033,AQUA,2002-022A,NASA,MODIS,72308,2015-12-07T15:54:07,2015-12-07T16:06:45,,MOD14,5.0.1,,-30.4901,139.0443,15478340.2284292,-3566710.54706767,319.5,2015-12-07T15:54:10,21.8,95,10257,SA 
670110.924666798557155,-3335616.035693290643394,10690048,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21299,2015-12-07T15:32:50,2015-12-07T15:47:02,,VIIRS (AER),6,,-30.4798,139.0584,15479911.5030418,-3565378.99470673,,2015-12-07T15:39:56,,99,10257,SA 
668897.454647506703623,-3336918.258781208656728,10690050,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21299,2015-12-07T15:32:50,2015-12-07T15:47:02,,VIIRS (AER),6,,-30.492,139.0464,15478574.6672768,-3566953.93102121,,2015-12-07T15:39:56,,100,10257,SA 
672519.646233087871224,-3333010.858416371513158,10690047,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21299,2015-12-07T15:32:50,2015-12-07T15:47:02,,VIIRS (AER),6,,-30.4554,139.0822,15482556.231504,-3562226.61436858,,2015-12-07T15:39:56,,37,10257,SA 
669907.00474222493358,-3336379.190010837744921,10690049,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21299,2015-12-07T15:32:50,2015-12-07T15:47:02,,VIIRS (AER),6,,-30.4867,139.0567,15479721.258032,-3566261.5134567,,2015-12-07T15:39:56,,100,10257,SA 
669823.922595575684682,-3336161.348047619685531,10689862,TERRA,1999-068A,NASA,MODIS,84945,2015-12-07T12:45:19,2015-12-07T12:56:28,,MOD14,5.0.1,,-30.4848,139.0557,15479607.3781929,-3566014.00926657,305.9,2015-12-07T12:47:30,10.8,38,10260,SA 
669196.736790191847831,-3335632.852445774711668,10689863,TERRA,1999-068A,NASA,MODIS,84945,2015-12-07T12:45:19,2015-12-07T12:56:28,,MOD14,5.0.1,,-30.4804,139.0488,15478836.2680802,-3565452.23417218,305.6,2015-12-07T12:45:20,10.3,31,10260,SA 
668750.144013695302419,-3335451.064904056489468,10688921,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21285,2015-12-06T15:51:44,2015-12-06T16:05:57,,VIIRS (AER),6,,-30.479,139.044,15478302.9363998,-3565274.10930156,,2015-12-06T15:58:50,,96,10281,SA 
668070.439773980993778,-3334493.233370135072619,10688919,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21285,2015-12-06T15:51:44,2015-12-06T16:05:57,,VIIRS (AER),6,,-30.4708,139.0363,15477455.2384774,-3564216.64978365,,2015-12-06T15:58:50,,100,10281,SA 
668897.090569672523998,-3334684.744417674839497,10688920,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21285,2015-12-06T15:51:44,2015-12-06T16:05:57,,VIIRS (AER),6,,-30.4721,139.0451,15478433.625482,-3564374.09415027,,2015-12-06T15:58:50,,100,10281,SA 
667252.634806860121898,-3334313.490530248265713,10688918,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21285,2015-12-06T15:51:44,2015-12-06T16:05:57,,VIIRS (AER),6,,-30.4696,139.0276,15476483.6419618,-3564061.01557482,,2015-12-06T15:58:50,,100,10281,SA 
668596.067426728084683,-3337036.304320330731571,10688686,TERRA,1999-068A,NASA,MODIS,84931,2015-12-06T13:39:20,2015-12-06T13:52:50,,MOD14,5.0.1,,-30.4932,139.0433,15478229.7994943,-3567103.27085429,314.4,2015-12-06T13:42:40,18.4,25,10283,SA 
668427.118008595425636,-3335960.748510818462819,10688687,TERRA,1999-068A,NASA,MODIS,84931,2015-12-06T13:39:20,2015-12-06T13:52:50,,MOD14,5.0.1,,-30.4837,139.0409,15477958.0686173,-3565871.78698591,314.7,2015-12-06T13:39:30,19.4,77,10283,SA 
667108.254906911752187,-3335035.074076050426811,10688690,TERRA,1999-068A,NASA,MODIS,84931,2015-12-06T13:39:20,2015-12-06T13:52:50,,MOD14,5.0.1,,-30.4761,139.0265,15476361.4131609,-3564891.77582263,314.9,2015-12-06T13:39:20,18.5,84,10283,SA 
668258.745977941318415,-3334873.996753443498164,10688689,TERRA,1999-068A,NASA,MODIS,84931,2015-12-06T13:39:20,2015-12-06T13:52:50,,MOD14,5.0.1,,-30.4741,139.0385,15477696.4678139,-3564638.74461837,380.2,2015-12-06T13:39:20,167.1,100,10283,SA 
669399.170221244567074,-3334723.693869108799845,10688688,TERRA,1999-068A,NASA,MODIS,84931,2015-12-06T13:39:20,2015-12-06T13:52:50,,MOD14,5.0.1,,-30.4722,139.0504,15479024.8432976,-3564386.75178133,337.9,2015-12-06T13:39:20,52.1,100,10283,SA 
667900.950366101111285,-3337222.431534267961979,10688570,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21278,2015-12-06T04:38:54,2015-12-06T04:51:42,,VIIRS (AER),6,,-30.4952,139.0361,15477429.8576335,-3567369.39986865,,2015-12-06T04:45:18,,31,10292,SA 
665439.333542046835646,-3338400.091665280982852,10688569,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21278,2015-12-06T04:38:54,2015-12-06T04:51:42,,VIIRS (AER),6,,-30.5069,139.0109,15474620.3763249,-3568876.75243989,,2015-12-06T04:45:18,,65,10292,SA 
667165.184392613708042,-3338147.09834993025288,10688568,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21278,2015-12-06T04:38:54,2015-12-06T04:51:42,,VIIRS (AER),6,,-30.5038,139.0289,15476629.8044532,-3568472.86189123,,2015-12-06T04:45:18,,73,10292,SA 
668037.932309194351546,-3338015.621779854875058,10688567,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21278,2015-12-06T04:38:54,2015-12-06T04:51:42,,VIIRS (AER),6,,-30.5022,139.038,15477635.3534135,-3568270.01708892,,2015-12-06T04:45:18,,78,10292,SA 
667527.187960429815575,-3334856.121236508246511,10688574,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21278,2015-12-06T04:38:54,2015-12-06T04:51:42,,VIIRS (AER),6,,-30.4743,139.0308,15476833.6304408,-3564663.15628908,,2015-12-06T04:45:18,,100,10292,SA 
667645.268594921333715,-3335648.276191703043878,10688573,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21278,2015-12-06T04:38:54,2015-12-06T04:51:42,,VIIRS (AER),6,,-30.4813,139.0325,15477023.8754506,-3565566.03390581,,2015-12-06T04:45:18,,100,10292,SA 
665311.673586585558951,-3337607.454781101550907,10688572,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21278,2015-12-06T04:38:54,2015-12-06T04:51:42,,VIIRS (AER),6,,-30.4999,139.0091,15474423.2295067,-3567974.28298611,,2015-12-06T04:45:18,,90,10292,SA 
666183.816925167804584,-3337487.033540366683155,10688571,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21278,2015-12-06T04:38:54,2015-12-06T04:51:42,,VIIRS (AER),6,,-30.4984,139.0182,15475432.2293712,-3567772.73817504,,2015-12-06T04:45:18,,96,10292,SA 
666113.088971851975657,-3336697.511278607882559,10688266,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.4914,139.017,15475299.7591772,-3566872.41495778,345.2,2015-12-06T04:16:00,43.6,85,10293,SA 
667648.310109884478152,-3337837.01535184122622,10688262,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.5008,139.0338,15477166.4757183,-3568082.5500589,366.4,2015-12-06T04:15:20,95.2,100,10293,SA 
664602.529528941377066,-3338051.127667827066034,10688264,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.5042,139.0019,15473623.2876458,-3568530.74432068,348.5,2015-12-06T04:14:30,49.4,89,10293,SA 
668139.543361959164031,-3337897.768478470854461,10688259,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.5011,139.039,15477745.7823484,-3568130.35323992,351.7,2015-12-06T04:14:20,55.6,96,10293,SA 
666602.410933323553763,-3338003.884574806317687,10688260,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.5028,139.0229,15475955.4309779,-3568344.17780252,370.7,2015-12-06T04:14:10,109,100,10293,SA 
667595.525444551953115,-3335342.499713158700615,10688267,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.4786,139.0318,15476952.519657,-3565221.15025449,351.3,2015-12-06T04:14:10,56.6,96,10293,SA 
667631.410585472709499,-3336590.286041946150362,10688265,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.4897,139.0329,15477076.5295697,-3566649.18508434,348.4,2015-12-06T04:14:10,48.9,94,10293,SA 
666111.177768766530789,-3337943.193828543648124,10688263,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.5025,139.0177,15475374.4545555,-3568309.42298851,367.2,2015-12-06T04:14:10,98.1,100,10293,SA 
665113.341188782011159,-3338101.608936252072453,10688261,AQUA,2002-022A,NASA,MODIS,72286,2015-12-06T04:14:13,2015-12-06T04:26:50,,MOD14,5.0.1,,-30.5044,139.0073,15474219.403519,-3568551.41668153,362.2,2015-12-06T04:14:10,84.1,100,10293,SA 
667416.177994581637904,-3335489.749147683847696,10687926,NOAA 19,2009-005A,NOAA,AVHRR,35169,2015-12-05T16:29:55,2015-12-05T16:45:33,,GA AVHRR,1.0.0,,-30.48,139.03,15476748.8049888,-3565399.79105478,322.6,2015-12-05T16:37:44,,,10304,SA 
667292.909046547953039,-3337727.646880555897951,10687929,NOAA 19,2009-005A,NOAA,AVHRR,35169,2015-12-05T16:29:55,2015-12-05T16:45:33,,GA AVHRR,1.0.0,,-30.5,139.03,15476748.8049888,-3567983.45593582,305.1,2015-12-05T16:37:44,,,10304,SA 
668302.87810762913432,-3336660.976552330888808,10687928,NOAA 19,2009-005A,NOAA,AVHRR,35169,2015-12-05T16:29:55,2015-12-05T16:45:33,,GA AVHRR,1.0.0,,-30.49,139.04,15477861.9998968,-3566691.55711661,331.7,2015-12-05T16:37:44,,,10304,SA 
667354.543262828490697,-3336608.702693218830973,10687927,NOAA 19,2009-005A,NOAA,AVHRR,35169,2015-12-05T16:29:55,2015-12-05T16:45:33,,GA AVHRR,1.0.0,,-30.49,139.03,15476748.8049888,-3566691.55711661,338.9,2015-12-05T16:37:44,,,10304,SA 
667151.587714224122465,-3336148.587252160534263,10687954,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21271,2015-12-05T16:12:05,2015-12-05T16:26:17,,VIIRS (AER),6,,-30.486,139.0276,15476487.092866,-3566176.51407797,,2015-12-05T16:19:11,,100,10305,SA 
666218.849233293440193,-3335985.029080192092806,10687953,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21271,2015-12-05T16:12:05,2015-12-05T16:26:17,,VIIRS (AER),6,,-30.485,139.0177,15475379.5752521,-3566048.24102757,,2015-12-05T16:19:11,,46,10305,SA 
666396.293320661294274,-3335007.12152770999819,10687952,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21271,2015-12-05T16:12:05,2015-12-05T16:26:17,,VIIRS (AER),6,,-30.4762,139.019,15475518.835935,-3564906.50061301,,2015-12-05T16:19:11,,80,10305,SA 
666470.604681381373666,-3336077.43875444540754,10687794,AQUA,2002-022A,NASA,MODIS,72279,2015-12-05T16:06:14,2015-12-05T16:19:04,,MOD14,5.0.1,,-30.4857,139.0204,15475683.7001009,-3566139.05252815,314.5,2015-12-05T16:09:50,16.1,85,10305,SA 
667926.011931590386666,-3335214.806420712731779,10687793,AQUA,2002-022A,NASA,MODIS,72279,2015-12-05T16:06:14,2015-12-05T16:19:04,,MOD14,5.0.1,,-30.4773,139.0352,15477322.7682834,-3565045.7411499,307.4,2015-12-05T16:09:30,9.8,54,10305,SA 
667731.561298910644837,-3336326.441973892506212,10687795,AQUA,2002-022A,NASA,MODIS,72279,2015-12-05T16:06:14,2015-12-05T16:19:04,,MOD14,5.0.1,,-30.4873,139.0338,15477166.4757183,-3566348.83864488,337.7,2015-12-05T16:06:30,48.1,100,10305,SA 
666683.910069153062068,-3334966.825097679626197,10687792,AQUA,2002-022A,NASA,MODIS,72279,2015-12-05T16:06:14,2015-12-05T16:19:04,,MOD14,5.0.1,,-30.4757,139.022,15475858.583021,-3564840.23919205,313.8,2015-12-05T16:06:10,15.8,83,10305,SA 
666172.764138975413516,-3335612.121666064020246,10687693,TERRA,1999-068A,NASA,MODIS,84916,2015-12-05T12:57:05,2015-12-05T13:09:02,,MOD14,5.0.1,,-30.4817,139.017,15475301.4289695,-3565622.74040046,337.4,2015-12-05T13:03:00,46.8,100,10308,SA 
668575.10506533109583,-3335519.970534551888704,10687692,TERRA,1999-068A,NASA,MODIS,84916,2015-12-05T12:57:05,2015-12-05T13:09:02,,MOD14,5.0.1,,-30.4797,139.0422,15478107.5706935,-3565358.32756261,318.3,2015-12-05T12:57:10,19.3,96,10308,SA 
665590.277441144105978,-3336691.224870075937361,10687303,AQUA,2002-022A,NASA,MODIS,72272,2015-12-05T05:09:12,2015-12-05T05:22:23,,MOD14,5.0.1,,-30.4916,139.0115,15474689.9510066,-3566893.34296166,332.6,2015-12-05T05:11:00,16.8,78,10316,SA 
667372.317184212966822,-3335767.921231935732067,10687304,AQUA,2002-022A,NASA,MODIS,72272,2015-12-05T05:09:12,2015-12-05T05:22:23,,MOD14,5.0.1,,-30.4825,139.0297,15476718.0808094,-3565716.77815803,342.3,2015-12-05T05:09:20,34.3,91,10316,SA 
668225.71499189385213,-3336162.886275413446128,10687302,AQUA,2002-022A,NASA,MODIS,72272,2015-12-05T05:09:12,2015-12-05T05:22:23,,MOD14,5.0.1,,-30.4856,139.0389,15477744.0012365,-3566117.47989322,338.5,2015-12-05T05:09:10,28.2,89,10316,SA 
667503.338556223432533,-3336325.089717390947044,10687452,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21264,2015-12-05T04:57:50,2015-12-05T05:10:36,,VIIRS (AER),6,,-30.4874,139.0314,15476904.9862344,-3566358.39794788,,2015-12-05T05:04:13,,100,10316,SA 
666845.627081485698,-3337905.037406793329865,10686313,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21250,2015-12-04T05:16:46,2015-12-04T05:29:31,,VIIRS (AER),6,,-30.5018,139.0254,15476232.2825515,-3568218.85420366,,2015-12-04T05:23:08,,43,10340,SA 
667408.312300388235599,-3337531.983674846589565,10686312,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21250,2015-12-04T05:16:46,2015-12-04T05:29:31,,VIIRS (AER),6,,-30.4982,139.0311,15476876.0431668,-3567744.96141925,,2015-12-04T05:23:08,,83,10340,SA 
666916.557857085717842,-3337998.728537890594453,10685806,AQUA,2002-022A,NASA,MODIS,72257,2015-12-04T04:26:25,2015-12-04T04:39:25,,MOD14,5.0.1,,-30.5026,139.0262,15476327.4607162,-3568317.17498331,345,2015-12-04T04:26:30,42.7,93,10341,SA 
667338.377434767200612,-3337247.546723925042897,10685807,AQUA,2002-022A,NASA,MODIS,72257,2015-12-04T04:26:25,2015-12-04T04:39:25,,MOD14,5.0.1,,-30.4957,139.0302,15476772.4047209,-3567431.28213141,341.2,2015-12-04T04:26:30,34.9,90,10341,SA 
666308.686497045564465,-3337291.881035882048309,10685345,TERRA,1999-068A,NASA,MODIS,84887,2015-12-03T13:09:08,2015-12-03T13:21:49,,MOD14,5.0.1,,-30.4966,139.0194,15475568.1504695,-3567548.58796676,307.2,2015-12-03T13:09:10,11.4,53,10356,SA 
667820.435891152592376,-3339372.871905679348856,10682682,AQUA,2002-022A,NASA,MODIS,72228,2015-12-02T04:38:26,2015-12-02T04:51:44,,MOD14,5.0.1,,-30.5144,139.0365,15477477.3910561,-3569846.99555837,323.3,2015-12-02T04:48:40,12.8,61,10388,SA 
666804.954301677877083,-3339507.721602415665984,10682683,AQUA,2002-022A,NASA,MODIS,72228,2015-12-02T04:38:26,2015-12-02T04:51:44,,MOD14,5.0.1,,-30.5161,139.0259,15476291.7271596,-3570058.52341764,327.3,2015-12-02T04:38:30,18.3,78,10388,SA 
667921.905437086126767,-3338222.467611784581095,10680383,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21193,2015-11-30T04:51:26,2015-11-30T05:05:37,,VIIRS (AER),6,,-30.5041,139.0369,15477521.5848939,-3568514.46486045,,2015-11-30T04:58:31,,65,10436,SA 
668128.548048316617496,-3339131.728019544389099,10680382,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21193,2015-11-30T04:51:26,2015-11-30T05:05:37,,VIIRS (AER),6,,-30.5121,139.0396,15477812.0174454,-3569548.76929482,,2015-11-30T04:58:31,,93,10436,SA 
667583.405631650821306,-3339359.805922007188201,10679914,AQUA,2002-022A,NASA,MODIS,72199,2015-11-30T04:50:30,2015-11-30T05:04:01,,MOD14,5.0.1,,-30.5144,139.034,15477195.4187859,-3569840.66399135,325.9,2015-11-30T04:57:20,18.4,79,10436,SA 
667993.279395523597486,-3338652.889513047412038,10679913,AQUA,2002-022A,NASA,MODIS,72199,2015-11-30T04:50:30,2015-11-30T05:04:01,,MOD14,5.0.1,,-30.5079,139.0379,15477630.2327169,-3569004.92515506,318.2,2015-11-30T04:51:00,8.7,35,10436,SA 
668233.113375531276688,-3339822.114568866789341,10679912,AQUA,2002-022A,NASA,MODIS,72199,2015-11-30T04:50:30,2015-11-30T05:04:01,,MOD14,5.0.1,,-30.5182,139.0411,15477988.6814773,-3570330.1423007,322.8,2015-11-30T04:50:30,14.3,76,10436,SA 
610559.937572104739957,-3331369.653489218559116,10669252,NOAA 19,2009-005A,NOAA,AVHRR,35002,2015-11-25T16:42:02,2015-11-25T16:57:59,,GA AVHRR,1.0.0,,-30.47,138.43,15409957.1105129,-3564108.15768372,305.1,2015-11-25T16:50:00,,,10544,SA 
611508.682674066745676,-3331417.481803470291197,10669253,NOAA 19,2009-005A,NOAA,AVHRR,35002,2015-11-25T16:42:02,2015-11-25T16:57:59,,GA AVHRR,1.0.0,,-30.47,138.44,15411070.3054208,-3564108.15768372,299,2015-11-25T16:50:00,,,10544,SA 
610329.607489051530138,-3332165.951106604654342,10669319,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21130,2015-11-25T15:57:54,2015-11-25T16:13:31,,VIIRS (AER),6,,-30.4772,138.428,15409732.133822,-3565038.12033852,,2015-11-25T16:05:42,,43,10545,SA 
